sei_numero,status,cpr,upm,publico_previsto,natureza,evento,endereco,cidade,inicio,fim,local_caracteristica,transito,Coluna 14,latitude,longitude
00050-00008590/2025-07,CAD,1º CPR,6º BPM,1000,JUNINA,FESTA JUNINA - FESTA DA PADROEIRA,ESTACIONAMENTO DA CATEDRAL MILITAR RAINHA DA PAZ SITUADO NO CANTEIRO CENTRAL DO EIXO MONUMENTAL S/N,Plano Piloto - Zona Central,2025-06-08 18:00:00,2025-06-09 02:00:00,PUBA,,2025-05-05,-15.78,-47.92
00050-00009770/2025-06,CAD,1º CPR,3º BPM,500,JUNINA,Arraiá da Saúde (NÃO LICENCIADO),SGAN 702 Conjunto A,Plano Piloto - Asa Norte,2025-06-08 18:00:00,2025-06-08 02:00:00,PRIF,,2025-05-14,,
00050-00007394/2025-15,CAD,1º CPR,6º BPM,400,JUNINA,FESTA JUNINA,Acampamento Rabelo Avenida Rabelo -Área Especial S/N - Vila Planalto- Brasília- DF,Vila Planalto,2025-06-08 20:00:00,2025-06-09 00:00:00,PRIF,,2025-04-15,,
00054-00085609/2025-18,CAD,1º CPR,6º BPM,300,JUNINA,Festa Junina do Ministério da Fazenda,Ministério da Fazenda,Plano Piloto - Zona Central,2025-06-11 15:00:00,2025-06-11 19:00:00,PUBF,PMDF,2025-06-09,,
00050-00007791/2025-89,CAD,1º CPR,1º BPM,1000,JUNINA,Festa Junina Paróquia Nossa Senhora de Guadalupe,EQS 311/312,Plano Piloto - Asa Sul,2025-06-12 17:00:00,2025-06-12 23:00:00,PUBF,DETRAN,2025-04-23,,
00050-00008781/2025-61,CAD,1º CPR,3º BPM,2000,JUNINA,Arraiá de Santo Antônio,SGAS 911 mod. B - Brasília DF,Plano Piloto - Asa Norte,2025-06-12 18:00:00,2025-06-12 00:00:00,PRIF,,2025-05-06,,
00050-00008781/2025-61,CAD,1º CPR,3º BPM,2000,JUNINA,Arraiá de Santo Antônio,SGAS 911 mod. B - Brasília DF,Plano Piloto - Asa Norte,2025-06-13 06:00:00,2025-06-13 00:00:00,PRIF,,2025-05-06,,
00302-00000431/2025-47,UPM,1º CPR,7º BPM,0,JUNINA,Festa Junina do Parque Bosque do Sudoeste,PARQUE BOSQUE SUDOESTE,Sudoeste/Octogonal,2025-06-13 16:00:00,2025-06-14 00:00:00,PUBA,PMDF,2025-05-19,-15.80,-47.93
00050-00007791/2025-89,CAD,1º CPR,1º BPM,1000,JUNINA,Festa Junina Paróquia Nossa Senhora de Guadalupe,EQS 311/312,Plano Piloto - Asa Sul,2025-06-13 17:00:00,2025-06-13 23:00:00,PUBF,DETRAN,2025-04-23,,
00050-00009892/2025-94,CAD,1º CPR,3º BPM,1000,JUNINA,FESTA JUNINA NIPO,CLUBE NIPO St. de Clubes Esportivos Sul Lote 1,Plano Piloto - Asa Norte,2025-06-13 17:00:00,2025-06-13 22:00:00,PRIF,,2025-05-15,,
00050-00011902/2025-51,CAD,1º CPR,3º BPM,1000,JUNINA,ARRAIA DA ASBAC," Conjunto 31 - Via L4 Sul, SCES Trecho 2, Brasília - DF - ASBAC",Plano Piloto - Asa Norte,2025-06-13 17:00:00,2025-06-13 23:00:00,PRIF,,2025-06-05,,
00050-00007011/2025-09,CAD,1º CPR,1º BPM,1000,JUNINA,Quermesse Arraía do Sagrado,SGAS 615 BLOCO D - ASA SUL,Plano Piloto - Asa Sul,2025-06-13 18:00:00,2025-06-13 23:00:00,PRIF,,2025-04-08,-15.84,-47.92
00050-00009770/2025-06,CAD,1º CPR,3º BPM,500,JUNINA,Arraiá da Saúde (NÃO LICENCIADO),SGAN 702 Conjunto A,Plano Piloto - Asa Norte,2025-06-13 18:00:00,2025-06-13 02:00:00,PRIF,,2025-05-14,,
00050-00011953/2025-83,CAD,1º CPR,1º BPM,1000,JUNINA,FESTA JUNINA DO CCBB,Centro Cultural Banco do Brasil (CCBB) - SCES - Trecho 2,Plano Piloto - Asa Sul,2025-06-13 18:00:00,2025-06-15 21:00:00,PRIF,DETRAN,2025-06-05,,
00050-00010255/2025-61,CAD,1º CPR,1º BPM,1000,JUNINA/ESCOLA,CEM setor leste - ASA SUL,SGAS 611/612,Plano Piloto - Asa Sul,2025-06-13 18:00:00,2025-06-13 22:00:00,PRIF,,2025-05-21,,
00050-00008586/2025-31,CAD,1º CPR,3º BPM,950,JUNINA,FESTA JUNINA DA PAROQUIA DO VERBO DIVINO,SGAN 609 MODULO C- L2 NORTE,Plano Piloto - Asa Norte,2025-06-13 19:00:00,2025-06-13 01:00:00,PRIF,,2025-05-05,,
00050-00009581/2025-25,CAD,1º CPR,1º BPM,200,JUNINA,IX ARRAIÁ DO CLUBE DOS BOMBEIROS,"SCES Trecho 2, Conjunto 68, Lote 2/29, Asa Sul, Brasília - DF",Plano Piloto - Asa Sul,2025-06-13 19:00:00,2025-06-14 03:00:00,PRIF,,2025-05-13,-15.78,-47.91
00050-00009769/2025-73,CAD,1º CPR,5º BPM,5000,JUNINA,35ª Festa Junina da Guarnição de Aeronáutica de Brasília,"Área Militar do Aeroporto Internacional de Brasília, S/N",Lago Sul,2025-06-13 19:00:00,2025-06-13 02:00:00,PRIA,,2025-05-14,-15.87,-47.90
00050-00009835/2025-13,CAD,1º CPR,1º BPM,7000,JUNINA,Arraiá Légis,"SCE/SUL TRECHO 2, CONJUNTO 10, LOTE 18 - CLUBE ASCADE",Plano Piloto - Asa Sul,2025-06-13 19:00:00,2025-06-14 04:00:00,PRIF,,2025-05-14,-15.82,-47.85
00050-00010253/2025-71,CAD,1º CPR,5º BPM,500,JUNINA,Festa Junina Paróquia Nossa Senhora do Rosário,Shis Qi 28 Conjunto 1,Lago Sul,2025-06-13 19:00:00,2025-06-13 02:00:00,PRIF,,2025-05-21,,
,UPM,1º CPR,24º BPM,2000,JUNINA,ARRAIÁ DA MÃE DOS MIGRANTES,"QUADRA 07, CONJ. C, LT 02",Varjão,2025-06-13 19:00:00,2025-06-14 23:59:00,PUBF,,,,
00050-00010212/2025-85,CAD,1º CPR,3º BPM,300,JUNINA,Festa junina do CEAL/LP,SGAN 909 MODULO B S/N,Plano Piloto - Asa Norte,2025-06-14 08:00:00,2025-06-14 12:00:00,PRIA,,2025-05-20,-15.76,-47.89
00050-00009662/2025-25,CAD,1º CPR,3º BPM,900,JUNINA,Arraiá Eleva,SGAS 614 Lote 100,Plano Piloto - Asa Norte,2025-06-14 09:00:00,2025-06-14 20:00:00,PRIF,,2025-05-14,,
00050-00010613/2025-35,CAD,1º CPR,1º BPM,5000,JUNINA,FESTA DAS TRADIÇÕES,"ESTACIONAMENTO 1, PARQUE DA CIDADE",Plano Piloto - Asa Sul,2025-06-14 09:00:00,2025-06-14 21:00:00,PUBA,DETRAN,2025-05-23,,
00050-00010273/2025-42,CAD,1º CPR,3º BPM,1000,JUNINA/ESCOLA,Colégio Marista João Paulo II - ASA NORTE,"Colégio Marista João Paulo II – SGAN 702, Conj. B – Asa Norte - Brasília – DF – CEP: 70.710-700",Plano Piloto - Asa Norte,2025-06-14 09:00:00,2025-06-14 19:00:00,PRIA,,2025-05-21,,
00050-00009529/2025-79,CAD,1º CPR,3º BPM,900,JUNINA/ESCOLA,Escola Pedacinho do Céu - ASA NORTE,EQN 108/308 lote C - asa Norte,Plano Piloto - Asa Norte,2025-06-14 09:00:00,2025-06-14 15:00:00,PRIF,,2025-05-13,-15.76,-47.89
00050-00009773/2025-31,CAD,1º CPR,3º BPM,450,JUNINA/ESCOLA,ESCOLA ANJO DA GUARDA ASA NORTE,SGAN 913 BLOCO A W5 ASA NORTE,Plano Piloto - Asa Norte,2025-06-14 09:00:00,2025-06-14 17:00:00,PRIF,,2025-05-14,,
00050-00009381/2025-72,CAD,1º CPR,24º BPM,500,JUNINA/ESCOLA,EC OLHOS D'ÁGUA - LAGO NORTE,BR020 Chácara Olhos D'Água nº 22 Lago Norte,Lago Norte,2025-06-14 10:00:00,2025-06-14 18:00:00,PUBF,,2025-06-02,-15.69,-47.86
00050-00010388/2025-37,CAD,1º CPR,3º BPM,1000,JUNINA,Festa Junina no Coração Solidário de Maria,"SGAN 702 CONJUNTO C, 702",Plano Piloto - Asa Norte,2025-06-14 10:00:00,2025-06-14 18:00:00,PUBA,DETRAN,2025-05-21,,
00050-00013106/2025-53,CAD,1º CPR,1º BPM,1000,JUNINA/ESCOLA,CEF 03 DE BRASÍLIA,"CEF 03 de Brasília, situado na quadra SQS 103, Área Especial, Asa Sul, Brasília–DF.",Plano Piloto - Asa Sul,2025-06-14 11:00:00,2025-06-14 17:00:00,PUBA,PMDF,2025-06-13,,
00050-00009892/2025-94,CAD,1º CPR,3º BPM,1000,JUNINA,FESTA JUNINA NIPO,CLUBE NIPO St. de Clubes Esportivos Sul Lote 1,Plano Piloto - Asa Norte,2025-06-14 12:00:00,2025-06-14 22:00:00,PRIF,,2025-05-15,,
00050-00008928/2025-12,CAD,1º CPR,1º BPM,3000,JUNINA/ESCOLA,COLÉGIO ÚNICO ASA SUL,"SGAS 606, CONJUNTO F, PARTE A - CENTRO EDUCACIONAL ÚNICO",Plano Piloto - Asa Sul,2025-06-14 14:00:00,2025-06-15 00:00:00,PRIF,,2025-05-07,-15.82,-47.89
00050-00010112/2025-59,CAD,1º CPR,5º BPM,1000,JUNINA/ESCOLA,Colégio nossa senhora do perpetuo socorro - LAGO SUL,EQL 6/8 conjuntos A1- LAGO SUL BRASILIA /DF.,Lago Sul,2025-06-14 14:00:00,2025-06-14 22:00:00,PRIF,,2025-05-19,,
00050-00011471/2025-23,CAD,1º CPR,3º BPM,500,JUNINA/ESCOLA,CEF GAN - ASA NORTE,SGAN 603,Plano Piloto - Asa Norte,2025-06-14 16:00:00,2025-06-14 22:00:00,PUBF,,2025-05-28,-15.78,-47.91
00050-00009670/2025-71,CAD,1º CPR,3º BPM,300,JUNINA,Festa Junina dos Moradores da SQS 303,"SQS 303, ao lado da sede da Prefeitura",Plano Piloto - Asa Norte,2025-06-14 16:00:00,2025-06-14 22:00:00,PUBA,,2025-05-14,-15.80,-47.89
00302-00000431/2025-47,UPM,1º CPR,7º BPM,0,JUNINA,Festa Junina do Parque Bosque do Sudoeste,PARQUE BOSQUE SUDOESTE,Sudoeste/Octogonal,2025-06-14 16:00:00,2025-06-15 00:00:00,PUBA,PMDF,2025-05-19,-15.80,-47.93
00050-00007791/2025-89,CAD,1º CPR,1º BPM,1000,JUNINA,Festa Junina Paróquia Nossa Senhora de Guadalupe,EQS 311/312,Plano Piloto - Asa Sul,2025-06-14 17:00:00,2025-06-14 23:00:00,PUBF,DETRAN,2025-04-23,,
00050-00010181/2025-62,CAD,1º CPR,24º BPM,200,JUNINA,Arraiá da Serrinha do Paranoá,Espaço comunitário do Urubu - Núcleo Rural Córrego Urubu,Lago Norte,2025-06-14 17:00:00,2025-06-14 22:00:00,PRIA,,2025-05-20,,
00050-00007011/2025-09,CAD,1º CPR,1º BPM,1000,JUNINA,Quermesse Arraía do Sagrado,SGAS 615 BLOCO D - ASA SUL,Plano Piloto - Asa Sul,2025-06-14 18:00:00,2025-06-14 23:00:00,PRIF,,2025-04-08,-15.84,-47.92
00050-00007879/2025-09,CAD,1º CPR,3º BPM,1000,JUNINA,Arraiá da Casa do Ceará,SGAN 910 Conjunto F/G - Asa Norte,Plano Piloto - Asa Norte,2025-06-14 18:00:00,2025-06-14 02:00:00,PRIF,,2025-04-23,-15.78,-47.91
00050-00008781/2025-61,CAD,1º CPR,3º BPM,2000,JUNINA,Arraiá de Santo Antônio,SGAS 911 mod. B - Brasília DF,Plano Piloto - Asa Norte,2025-06-14 18:00:00,2025-06-14 00:00:00,PRIF,,2025-05-06,,
00050-00009770/2025-06,CAD,1º CPR,3º BPM,500,JUNINA,Arraiá da Saúde (NÃO LICENCIADO),SGAN 702 Conjunto A,Plano Piloto - Asa Norte,2025-06-14 18:00:00,2025-06-14 02:00:00,PRIF,,2025-05-14,,
00050-00008586/2025-31,CAD,1º CPR,3º BPM,950,JUNINA,FESTA JUNINA DA PAROQUIA DO VERBO DIVINO,SGAN 609 MODULO C- L2 NORTE,Plano Piloto - Asa Norte,2025-06-14 19:00:00,2025-06-14 01:00:00,PRIF,,2025-05-05,,
00050-00009581/2025-25,CAD,1º CPR,1º BPM,200,JUNINA,IX ARRAIÁ DO CLUBE DOS BOMBEIROS,"SCES Trecho 2, Conjunto 68, Lote 2/29, Asa Sul, Brasília - DF",Plano Piloto - Asa Sul,2025-06-14 19:00:00,2025-06-15 03:00:00,PRIF,,2025-05-13,-15.78,-47.91
00050-00009769/2025-73,CAD,1º CPR,5º BPM,5000,JUNINA,35ª Festa Junina da Guarnição de Aeronáutica de Brasília,"Área Militar do Aeroporto Internacional de Brasília, S/N",Lago Sul,2025-06-14 19:00:00,2025-06-14 02:00:00,PRIA,,2025-05-14,-15.87,-47.90
00050-00009835/2025-13,CAD,1º CPR,1º BPM,7000,JUNINA,Arraiá Légis,"SCE/SUL TRECHO 2, CONJUNTO 10, LOTE 18 - CLUBE ASCADE",Plano Piloto - Asa Sul,2025-06-14 19:00:00,2025-06-15 04:00:00,PRIF,,2025-05-14,-15.82,-47.85
00050-00010253/2025-71,CAD,1º CPR,5º BPM,500,JUNINA,Festa Junina Paróquia Nossa Senhora do Rosário,Shis Qi 28 Conjunto 1,Lago Sul,2025-06-14 19:00:00,2025-06-14 02:00:00,PRIF,,2025-05-21,,
00050-00010263/2025-15,CAD,1º CPR,1º BPM,2500,JUNINA,Arraiá do Dotô 2025,"Clube da AMBr - SCES Trecho 03 Conj. 06, Asa Sul, Brasília – DF – CEP: 70.200-003",Plano Piloto - Asa Sul,2025-06-14 21:00:00,2025-06-15 03:00:00,PRIA,,2025-05-21,,
00050-00010613/2025-35,CAD,1º CPR,1º BPM,5000,JUNINA,FESTA DAS TRADIÇÕES,"ESTACIONAMENTO 1, PARQUE DA CIDADE",Plano Piloto - Asa Sul,2025-06-15 09:00:00,2025-06-15 21:00:00,PUBA,DETRAN,2025-05-23,,
00050-00008781/2025-61,CAD,1º CPR,3º BPM,2000,JUNINA,Arraiá de Santo Antônio,SGAS 911 mod. B - Brasília DF,Plano Piloto - Asa Norte,2025-06-15 11:00:00,2025-06-15 00:00:00,PRIF,,2025-05-06,,
00050-00009892/2025-94,CAD,1º CPR,3º BPM,1000,JUNINA,FESTA JUNINA NIPO,CLUBE NIPO St. de Clubes Esportivos Sul Lote 1,Plano Piloto - Asa Norte,2025-06-15 12:00:00,2025-06-15 22:00:00,PRIF,,2025-05-15,,
00050-00007791/2025-89,CAD,1º CPR,1º BPM,1000,JUNINA,Festa Junina Paróquia Nossa Senhora de Guadalupe,EQS 311/312,Plano Piloto - Asa Sul,2025-06-15 17:00:00,2025-06-15 23:00:00,PUBF,DETRAN,2025-04-23,,
00050-00007011/2025-09,CAD,1º CPR,1º BPM,1000,JUNINA,Quermesse Arraía do Sagrado,SGAS 615 BLOCO D - ASA SUL,Plano Piloto - Asa Sul,2025-06-15 18:00:00,2025-06-15 23:00:00,PRIF,,2025-04-08,-15.84,-47.92
00050-00009770/2025-06,CAD,1º CPR,3º BPM,500,JUNINA,Arraiá da Saúde (NÃO LICENCIADO),SGAN 702 Conjunto A,Plano Piloto - Asa Norte,2025-06-15 18:00:00,2025-06-15 02:00:00,PRIF,,2025-05-14,,
00050-00010253/2025-71,CAD,1º CPR,5º BPM,500,JUNINA,Festa Junina Paróquia Nossa Senhora do Rosário,Shis Qi 28 Conjunto 1,Lago Sul,2025-06-15 19:00:00,2025-06-15 02:00:00,PRIF,,2025-05-21,,
00050-00010393/2025-40,CAD,1º CPR,5º BPM,600,JUNINA,Festa Junina do Pontão - 3ª edição,"Jardim de eventos nas proximidades do lote 12 do Pontão do Lago Sul, SHIS QL 10. Brasília–DF. CEP: 71.630-100",Lago Sul,2025-06-16 17:00:00,2025-06-16 23:00:00,PRIA,PMDF,2025-05-21,,
00050-00010393/2025-40,CAD,1º CPR,5º BPM,600,JUNINA,Festa Junina do Pontão - 3ª edição,"Jardim de eventos nas proximidades do lote 12 do Pontão do Lago Sul, SHIS QL 10. Brasília–DF. CEP: 71.630-100",Lago Sul,2025-06-17 17:00:00,2025-06-17 23:00:00,PRIA,PMDF,2025-05-21,,
00050-00010393/2025-40,CAD,1º CPR,5º BPM,600,JUNINA,Festa Junina do Pontão - 3ª edição,"Jardim de eventos nas proximidades do lote 12 do Pontão do Lago Sul, SHIS QL 10. Brasília–DF. CEP: 71.630-100",Lago Sul,2025-06-18 17:00:00,2025-06-18 23:00:00,PRIA,PMDF,2025-05-21,,
00050-00012845/2025-28,CAD,1º CPR,3º BPM,300,JUNINA,Festa junina da Coordenação Regional de Ensino do Plano Piloto - CREPP,SGAN 607 Projeção D,Plano Piloto - Asa Norte,2025-06-18 17:00:00,2025-06-18 22:00:00,PUBA,,2025-06-11,0.00,0.00
00050-00009462/2025-72,CAD,1º CPR,1º BPM,1000,JUNINA,FESTA JUNINA ARRAIA DA ASTRISUTRA,"St. de Administração Federal Sul Q 8 - Asa Sul, Brasília - DF, ",Plano Piloto - Asa Sul,2025-06-18 18:00:00,2025-06-19 03:00:00,PRIF,,2025-05-09,,
00050-00009750/2025-27,CAD,1º CPR,24º BPM,199,JUNINA,ARRAIÁ DO PRETIN,"Quadra 02, Conjuntos B, A, E - Área de múltiplas funções, entrada do Varjão, Varjão–DF",Varjão,2025-06-20 17:00:00,2025-06-21 03:00:00,PUBA,PMDF,2025-05-14,,
00050-00009841/2025-62,CAD,1º CPR,1º BPM,1000,JUNINA,Arraiá do Santíssimo,SGAS QUADRA 606 LOTES 41/42,Plano Piloto - Asa Sul,2025-06-20 18:00:00,2025-06-20 23:59:00,PRIF,,2025-05-14,-15.82,-47.89
00050-00011543/2025-32,CAD,1º CPR,7º BPM,1500,JUNINA,Festa Junina 2025,"QRSW 1, Lote 1, Área Especial",Sudoeste/Octogonal,2025-06-20 18:00:00,2025-06-20 23:30:00,PRIF,,2025-06-02,-15.80,-47.93
00050-00008586/2025-31,CAD,1º CPR,3º BPM,950,JUNINA,FESTA JUNINA DA PAROQUIA DO VERBO DIVINO,SGAN 609 MODULO C- L2 NORTE,Plano Piloto - Asa Norte,2025-06-20 19:00:00,2025-06-20 01:00:00,PRIF,,2025-05-05,,
00050-00011975/2025-43,CAD,1º CPR,1º BPM,1000,JUNINA,FESTA JUNINA DA AABB,"Asa Sul Trecho 2 Conjunto 17 20, St. de Clubes Esportivos Sul, Brasília - AABB",Plano Piloto - Asa Sul,2025-06-20 19:00:00,2025-07-01 04:00:00,PRIF,,2025-06-02,,
00050-00008795/2025-84,CAD,1º CPR,1º BPM,2000,JUNINA,Sesc + Tradições Juninas W3 Sul,"Avenida W3 Sul altura das quadras 504, 505 e 506 - Asa Sul, Brasília - DF",Plano Piloto - Asa Sul,2025-06-21 15:00:00,2025-06-21 23:00:00,PUBA,,2025-05-06,-15.81,-47.90
00050-00012259/2025-83,CAD,1º CPR,3º BPM,350,JUNINA/ESCOLA,Festa Junina Casel 2025,SHCGN 714 Área Especial Jardim,Plano Piloto - Asa Norte,2025-06-21 15:00:00,2025-06-21 19:00:00,PUBF,,2025-06-05,,
00050-00009370/2025-92,CAD,1º CPR,24º BPM,199,JUNINA,ARRAIÁ DO PRETIN,"Quadra 02, Conjunto B, Área de Múltiplas Funções Rafael Gregório Varjão",Varjão,2025-06-21 17:00:00,2025-06-22 03:00:00,PUBA,PMDF,2025-05-09,,
00050-00009750/2025-27,CAD,1º CPR,24º BPM,199,JUNINA,ARRAIÁ DO PRETIN,"Quadra 02, Conjuntos B, A, E - Área de múltiplas funções, entrada do Varjão, Varjão–DF",Varjão,2025-06-21 17:00:00,2025-06-22 03:00:00,PUBA,PMDF,2025-05-14,,
00050-00011881/2025-74,CAD,1º CPR,3º BPM,500,JUNINA,Arraiá Inclusivo 2025,"Casa de Ismael SGAN 913, W5 Asa Norte, Brasília–DF",Plano Piloto - Asa Norte,2025-06-21 17:00:00,2025-06-21 21:00:00,PRIF,PMDF,2025-06-03,,
00050-00009841/2025-62,CAD,1º CPR,1º BPM,1000,JUNINA,Arraiá do Santíssimo,SGAS QUADRA 606 LOTES 41/42,Plano Piloto - Asa Sul,2025-06-21 18:00:00,2025-06-21 23:59:00,PRIF,,2025-05-14,-15.82,-47.89
00050-00011543/2025-32,CAD,1º CPR,7º BPM,1500,JUNINA,Festa Junina 2025,"QRSW 1, Lote 1, Área Especial",Sudoeste/Octogonal,2025-06-21 18:00:00,2025-06-21 23:30:00,PRIF,,2025-06-02,-15.80,-47.93
00050-00008586/2025-31,CAD,1º CPR,3º BPM,950,JUNINA,FESTA JUNINA DA PAROQUIA DO VERBO DIVINO,SGAN 609 MODULO C- L2 NORTE,Plano Piloto - Asa Norte,2025-06-21 19:00:00,2025-06-21 01:00:00,PRIF,,2025-05-05,,
00050-00011975/2025-43,CAD,1º CPR,1º BPM,1000,JUNINA,FESTA JUNINA DA AABB,"Asa Sul Trecho 2 Conjunto 17 20, St. de Clubes Esportivos Sul, Brasília - AABB",Plano Piloto - Asa Sul,2025-06-21 19:00:00,2025-06-22 04:00:00,PRIF,,2025-06-02,,
00050-00008795/2025-84,CAD,1º CPR,1º BPM,2000,JUNINA,Sesc + Tradições Juninas W3 Sul,"Avenida W3 Sul altura das quadras 504, 505 e 506 - Asa Sul, Brasília - DF",Plano Piloto - Asa Sul,2025-06-22 10:00:00,2025-06-22 23:00:00,PUBA,,2025-05-06,-15.81,-47.90
00050-00009841/2025-62,CAD,1º CPR,1º BPM,1000,JUNINA,Arraiá do Santíssimo,SGAS QUADRA 606 LOTES 41/42,Plano Piloto - Asa Sul,2025-06-22 18:00:00,2025-06-22 22:00:00,PRIF,,2025-05-14,-15.82,-47.89
00050-00011543/2025-32,CAD,1º CPR,7º BPM,1500,JUNINA,Festa Junina 2025,"QRSW 1, Lote 1, Área Especial",Sudoeste/Octogonal,2025-06-22 18:00:00,2025-06-22 23:30:00,PRIF,,2025-06-02,-15.80,-47.93
00050-00011811/2025-16,CAD,1º CPR,3º BPM,3000,JUNINA,ARRAIÁ DA BASÍLICA SANTUÁRIO SÃO FRANCISO DE ASSIS,SGAN 915 CJ A/B - ASA NORTE,Plano Piloto - Asa Norte,2025-06-26 19:00:00,2025-06-27 02:00:00,PRIF,,2025-06-02,,
00050-00012614/2025-14,CAD,1º CPR,3º BPM,250,JUNINA/ESCOLA,JI 304 Asa Norte,SQN 304 Área Especial,Plano Piloto - Asa Norte,2025-06-27 07:30:00,2025-06-27 17:00:00,PRIF,,2025-06-10,-15.78,-47.89
00080-00147447/2025-10,CAD,1º CPR,3º BPM,500,JUNINA/ESCOLA,CED GISNO - ASA NORTE,"SGAN 907, BLOCO A. Asa Norte. 70790-070 Brasília - DF",Plano Piloto - Asa Norte,2025-06-27 15:00:00,2025-06-27 20:00:00,PUBA,PMDF,2025-05-26,,
00050-00008719/2025-79,CAD,1º CPR,3º BPM,150,JUNINA,Festa da padroeira nossa senhora do Perpétuo Socorro,"SGHAN 906, modulo E, asa norte, Brasília DF",Plano Piloto - Asa Norte,2025-06-27 18:00:00,2025-06-27 00:00:00,PRIF,,2025-05-06,,
00050-00009988/2025-52,CAD,1º CPR,3º BPM,1000,JUNINA,FESTA JUNINA APCEF/DF 2025,SCEN TRECHO 03 CONJ 03 LOTE 2A/2B,Plano Piloto - Asa Norte,2025-06-27 18:00:00,2025-06-27 02:00:00,PRIF,,2025-05-16,-15.78,-47.91
00050-00010294/2025-68,CAD,1º CPR,5º BPM,1000,JUNINA,FESTA JUNINA DA PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO LAGO SUL - 2025,SHIS EQL 06/08 lote D Brasília DF,Lago Sul,2025-06-27 18:00:00,2025-06-27 23:55:00,PRIA,,2025-05-22,-15.84,-47.90
00050-00011543/2025-32,CAD,1º CPR,7º BPM,1500,JUNINA,Festa Junina 2025,"QRSW 1, Lote 1, Área Especial",Sudoeste/Octogonal,2025-06-27 18:00:00,2025-06-27 23:30:00,PRIF,,2025-06-02,-15.80,-47.93
00050-00009645/2025-98,CAD,1º CPR,3º BPM,400,JUNINA,FESTA JUNINA DO STJ,"ESTACIONAMENTO LESTE DO STJ, À SAFS, QUADRA 06, LOTE 01-ASA SUL",Plano Piloto - Asa Norte,2025-06-27 19:00:00,2025-06-27 00:00:00,PRIF,,2025-05-14,,
00050-00011811/2025-16,CAD,1º CPR,3º BPM,3000,JUNINA,ARRAIÁ DA BASÍLICA SANTUÁRIO SÃO FRANCISO DE ASSIS,SGAN 915 CJ A/B - ASA NORTE,Plano Piloto - Asa Norte,2025-06-27 19:00:00,2025-06-28 02:00:00,PRIF,,2025-06-02,,
00050-00011534/2025-41,CAD,1º CPR,1º BPM,1200,JUNINA/ESCOLA,Viraventos Escola Infantil - ASA SUL,"EQS 204/404, Bloco C Asa Sul",Plano Piloto - Asa Sul,2025-06-28 08:00:00,2025-06-28 18:00:00,PRIF,,2025-05-27,-15.81,-47.89
00050-00011464/2025-21,CAD,1º CPR,1º BPM,4000,JUNINA/ESCOLA,Escola Montessori - ASA SUL,SGAS 913 CONJUNTO A,Plano Piloto - Asa Sul,2025-06-28 08:00:00,2025-06-28 22:00:00,PRIF,,2025-05-28,,
00050-00011713/2025-89,CAD,1º CPR,1º BPM,700,JUNINA/ESCOLA,Centro Educacional Leonardo da Vinci Unidade Asa Sul 2025,"Av. W4, SEP Sul Quadra 703/903, conjunto B, Asa Sul",Plano Piloto - Asa Sul,2025-06-28 09:00:00,2025-06-28 15:00:00,PRIA,DETRAN,2025-06-02,,
00050-00012044/2025-62,CAD,1º CPR,1º BPM,1000,JUNINA/ESCOLA,Colégio Marista Brasília,"Cole´gio Marista de Brasi´lia – SGAS 609, Mo´dulo A – Asa Sul - Brasi´lia – DF – CEP: 70.200-690",Plano Piloto - Asa Sul,2025-06-28 09:00:00,2025-06-28 19:00:00,PRIF,,2025-06-04,,
00050-00010249/2025-11,CAD,1º CPR,3º BPM,300,JUNINA,Arraiá do Conjunto Nacional,Praça Lúcio Costa em frente ao Conjunto Nacional – Asa Norte – Brasi´lia – DF – Cep: 70.077-900,Plano Piloto - Asa Norte,2025-06-28 09:00:00,2025-06-28 23:00:00,PUBA,,2025-05-21,,
00050-00011727/2025-01,CAD,1º CPR,1º BPM,800,JUNINA/ESCOLA,La Salle Brasília,SGAS Qd 906 - Conjunto E - Asa Sul,Plano Piloto - Asa Sul,2025-06-28 10:00:00,2025-06-28 20:00:00,PRIF,PMDF,2025-06-02,,
00050-00007081/2025-59,CAD,1º CPR,7º BPM,600,JUNINA,FESTA  JUNINA SESI -DR/DF VIVA O NORDESTE UM ARRAIÁ DE TODOS OS SONS,setor de indústrias gráficas Quadra 6 lote 1.100,Sudoeste/Octogonal,2025-06-28 16:00:00,2025-06-28 21:00:00,PUBA,,2025-04-09,,
00050-00006946/2025-60,CAD,1º CPR,3º BPM,150,JUNINA,ARRAIÁ DA 407 NORTE,SQN 407 - gramado central em frente ao bloco J,Plano Piloto - Asa Norte,2025-06-28 17:00:00,2025-06-28 23:00:00,PUBA,,2025-04-08,-15.76,-47.88
00050-00011455/2025-31,CAD,1º CPR,24º BPM,2000,JUNINA,Festa Junina,"SHIN QI 16, Área Especial, Lago Norte - Clube do Congresso",Lago Norte,2025-06-28 17:00:00,2025-06-29 03:00:00,PRIF,DETRAN,2025-05-27,,
,UPM,1º CPR,1º BPM,300,JUNINA,FESTA JUNINA DOS MORADORES DA 703 SUL,EQS 703/704 - Praça do Índio Galdino,Plano Piloto - Asa Sul,2025-06-28 17:00:00,2025-06-28 23:59:00,PUBA,,,,
