sei_numero,status,cpr,upm,publico_previsto,natureza,evento,endereco,cidade,inicio,fim,local_caracteristica,transito,Coluna 14,latitude,longitude
00050-00005799/2023-49,ENC,4º CPR,8º BPM,3000,JUNINA,FESTA JUNINA - IGREJA NOSSA SENHORA DO PERPÉTUO SOCORRO,"CEILÂNDIA-DF, EQNN 18/20 - PAR. NSA SENHORA DO PERPÉTUO SOCORRO",Ceilândia,2023-06-03 19:00:00,2023-06-04 00:00:00,PUBA,,2023-05-12,,
00050-00005376/2023-29,ENC,4º CPR,8º BPM,100,JUNINA,FESTA JUNINA ARRAIÁ DA SHE -RA,CEILÂNDIA - DF - QNM 24 CONJUNTO K - EM FRENTE AO LOTE 05,Ceilândia,2023-06-04 18:00:00,2023-06-05 01:00:00,PUBA,,2023-06-01,,
00050-00005799/2023-49,ENC,4º CPR,8º BPM,3000,JUNINA,FESTA JUNINA - IGREJA NOSSA SENHORA DO PERPÉTUO SOCORRO,"CEILÂNDIA-DF, EQNN 18/20 - PAR. NSA SENHORA DO PERPÉTUO SOCORRO",Ceilândia,2023-06-04 19:00:00,2023-06-05 00:00:00,PUBA,,2023-05-12,,
00002-00003052/2023-86,ENC,4º CPR,8º BPM,0,JUNINA,FESTA JUNINA - ARRAIÁ DE LOURDES,CEILÂNDIA - DF - CONDOMÍNIO PRIVÊ - LUCENA RORIZ - MÓDULO 1 RUA 1 - A/E 1,Ceilândia,2023-06-08 19:00:00,2023-06-08 23:59:00,PRIA,,2023-05-30,,
00050-00005748/2023-17,ENC,4º CPR,8º BPM,200,JUNINA,FESTA JUNINA - EQNN 06/08 - QUADRA DE ESPORTES,CEILÂNDIA/DF - EQNN 06/08 - QUADRA DE ESPORTES,Ceilândia,2023-06-09 16:00:00,2023-06-10 02:00:00,PUBA,,2023-05-16,,
00050-00006293/2023-57,ENC,4º CPR,8º BPM,1000,JUNINA,FESTA JUNINA - 23º CIRCUITO DE QUADRILHAS JUNINAS DO DISTRITO FEDERAL,CEILÂNDIA - DF - CNM 13 - PRAÇA DO TRABALHADOR - AO LADO DA ADMINISTRAÇÃO REGIONAL,Ceilândia,2023-06-09 17:00:00,2023-06-09 20:00:00,PUBA,,2023-05-24,,
00050-00005927/2023-54,ENC,4º CPR,10º BPM,5000,JUNINA,"SOL NASCENTE/DF - SHSN VC 311, CHÁCARA 105, TRECHO II","SOL NASCENTE/DF - SHSN VC 311, CHÁCARA 105, TRECHO II",Sol Nascente/Pôr do Sol,2023-06-09 18:00:00,2023-06-09 23:59:00,PUBA,,2023-05-17,,
00002-00003052/2023-86,ENC,4º CPR,8º BPM,0,JUNINA,FESTA JUNINA - ARRAIÁ DE LOURDES,CEILÂNDIA - DF - CONDOMÍNIO PRIVÊ - LUCENA RORIZ - MÓDULO 1 RUA 1 - A/E 1,Ceilândia,2023-06-09 19:00:00,2023-06-09 23:59:00,PRIA,,2023-05-30,,
00080-00092166/2023-51,ENC,4º CPR,8º BPM,1000,JUNINA/ESCOLA,FESTA JUNINA - CEF 04 DO GUARÁ,"Quadra 101, conjunto 10B, lotes 01/02 -",Ceilândia,2023-06-10 10:00:00,2023-06-10 12:00:00,,,2023-05-25,,
00050-00005748/2023-17,ENC,4º CPR,8º BPM,200,JUNINA,FESTA JUNINA - EQNN 06/08 - QUADRA DE ESPORTES,CEILÂNDIA/DF - EQNN 06/08 - QUADRA DE ESPORTES,Ceilândia,2023-06-10 16:00:00,2023-06-11 02:00:00,PUBA,,2023-05-16,,
00050-00006293/2023-57,ENC,4º CPR,8º BPM,1000,JUNINA,FESTA JUNINA - 23º CIRCUITO DE QUADRILHAS JUNINAS DO DISTRITO FEDERAL,CEILÂNDIA - DF - CNM 13 - PRAÇA DO TRABALHADOR - AO LADO DA ADMINISTRAÇÃO REGIONAL,Ceilândia,2023-06-10 17:00:00,2023-06-10 20:00:00,PUBA,,2023-05-24,,
00050-00005927/2023-54,ENC,4º CPR,10º BPM,5000,JUNINA,"SOL NASCENTE/DF - SHSN VC 311, CHÁCARA 105, TRECHO II","SOL NASCENTE/DF - SHSN VC 311, CHÁCARA 105, TRECHO II",Sol Nascente/Pôr do Sol,2023-06-10 18:00:00,2023-06-10 23:59:00,PUBA,,2023-05-17,,
00050-00004922/2023-12,ENC,4º CPR,8º BPM,1000,JUNINA,ARRAIÁ SENHOR BOM JESUS,CEILÂNDIA/DF -QNO 11/13 - ÁREA ESPECIAL,Ceilândia,2023-06-10 19:00:00,2023-06-11 03:00:00,PUBA,,2023-04-24,,
00050-00005252/2023-43,ENC,4º CPR,8º BPM,300,JUNINA,FESTA JUNINA - PARÓQUIA NOSSA SENHORA DA NATIVIDADE,CEILÂNDIA - DF - EQNN 21/23 MÓDULO A S/N - ESTACIONAMENTO DA PARÓQUIA,Ceilândia,2023-06-10 20:00:00,2023-06-10 23:30:00,PRIF,,2023-05-03,,
00050-00005748/2023-17,ENC,4º CPR,8º BPM,200,JUNINA,FESTA JUNINA - EQNN 06/08 - QUADRA DE ESPORTES,CEILÂNDIA/DF - EQNN 06/08 - QUADRA DE ESPORTES,Ceilândia,2023-06-11 16:00:00,2023-06-12 02:00:00,PUBA,,2023-05-16,,
00050-00006293/2023-57,ENC,4º CPR,8º BPM,1000,JUNINA,FESTA JUNINA - 23º CIRCUITO DE QUADRILHAS JUNINAS DO DISTRITO FEDERAL,CEILÂNDIA - DF - CNM 13 - PRAÇA DO TRABALHADOR - AO LADO DA ADMINISTRAÇÃO REGIONAL,Ceilândia,2023-06-11 17:00:00,2023-06-11 20:00:00,PUBA,,2023-05-24,,
00050-00005927/2023-54,ENC,4º CPR,10º BPM,5000,JUNINA,"SOL NASCENTE/DF - SHSN VC 311, CHÁCARA 105, TRECHO II","SOL NASCENTE/DF - SHSN VC 311, CHÁCARA 105, TRECHO II",Sol Nascente/Pôr do Sol,2023-06-11 18:00:00,2023-06-11 23:59:00,PUBA,,2023-05-17,,
00050-00005252/2023-43,ENC,4º CPR,8º BPM,300,JUNINA,FESTA JUNINA - PARÓQUIA NOSSA SENHORA DA NATIVIDADE,CEILÂNDIA - DF - EQNN 21/23 MÓDULO A S/N - ESTACIONAMENTO DA PARÓQUIA,Ceilândia,2023-06-11 20:00:00,2023-06-11 23:30:00,PRIF,,2023-05-03,,
00054-00071347/2023-42,ENC,4º CPR,11º BPM,0,JUNINA/ESCOLA,EC CACHOEIRINHA,QS 314 ÁREAESPECIALNº4–SAMAMBAIA SU,Samambaia,2023-06-14 09:00:00,2023-06-14 18:00:00,,,2023-01-08,,
00050-00005473/2023-11,ENC,4º CPR,8º BPM,200,JUNINA,CIRCUITO DISTRITO JUNINO - CEILÂNDIA,CEILÂNDIA/DF - ST. M QNM 13 - PRAÇA DO TRABALHADOR (AO LADO DA ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA),Ceilândia,2023-06-16 18:00:00,2023-06-17 01:00:00,PUBA,,2023-05-09,,
00050-00006263/2023-41,ENC,4º CPR,8º BPM,200,JUNINA,II FESTA JUNINA DOS FILHOS DE CEILÂNDIA,CEILÂNDIA - DF - EQNM 19/21 - EM FRENTE AO QUIOSQUE ANEXO 21,Ceilândia,2023-06-16 20:00:00,2023-06-17 02:00:00,PUBA,,2023-05-23,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,0,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNP 32/36 AE P SUL,Ceilândia,2023-06-17 09:00:00,2023-06-17 17:00:00,,,2023-01-08,,
00080-00116859/2023-46,ENC,4º CPR,8º BPM,1500,JUNINA/ESCOLA,FESTA JUNINA - EC 45,EQNP 32/36 - ÁREA ESPECIAL - P. SUL,Ceilândia,2023-06-17 09:00:00,2023-06-17 17:00:00,,,2023-05-25,,
00080-00116859/2023-46,ENC,4º CPR,8º BPM,2500,JUNINA/ESCOLA,FESTA JUNINA - EC 45,EQNN 21/23 - ÁREA ESPECIAL - CEIL. NORTE,Ceilândia,2023-06-17 10:00:00,2023-06-17 17:00:00,,,2023-05-25,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,0,JUNINA/ESCOLA,EC CACHOEIRINHA,ENP 12/16 AE PSUL,Ceilândia,2023-06-17 12:00:00,2023-06-17 18:30:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,0,JUNINA/ESCOLA,EC CACHOEIRINHA,QNM 30 MÓDULOS B E C,Ceilândia,2023-06-17 12:00:00,2023-06-17 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNP 14/18 - ÁREA ESPECIAL “E,Ceilândia,2023-06-17 12:00:00,2023-06-17 19:00:00,,,2023-01-08,,
00080-00116859/2023-46,ENC,4º CPR,8º BPM,2000,JUNINA/ESCOLA,FESTA JUNINA - EC 45,EQNP 12/16 - ÁREA ESPECIAL - P. SUL,Ceilândia,2023-06-17 12:00:00,2023-06-17 18:30:00,,,2023-05-25,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,0,JUNINA/ESCOLA,EC CACHOEIRINHA,QD 02 AE 02,Brazlândia,2023-06-17 14:00:00,2023-06-17 18:30:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,0,JUNINA/ESCOLA,EC CACHOEIRINHA,QNM 20 CONJUNTO O LTS 24 A 30,Ceilândia,2023-06-17 16:00:00,2023-06-17 22:00:00,,,2023-01-08,,
00050-00005792/2023-27,ENC,4º CPR,8º BPM,200,JUNINA,FESTA JUNINA DA PRAÇA,"CEILÂNDIA/DF - QNP 14, SETOR SUL - PRAÇA DAS MARIAS",Ceilândia,2023-06-17 16:00:00,2023-06-17 23:59:00,PUBA,,2023-05-17,,
00050-00006321/2023-36,ENC,4º CPR,8º BPM,200,JUNINA,FESTA CULTURAL I.M.M,"CEILÂNDIA/DF - QNM 20, CONJUNTO O, LOTES 24 AO 30",Ceilândia,2023-06-17 16:00:00,2023-06-17 20:00:00,PUBA,,2023-05-23,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,0,JUNINA/ESCOLA,EC CACHOEIRINHA,QNP 14 AE PSUL,Ceilândia,2023-06-17 17:00:00,2023-06-17 23:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,300,JUNINA/ESCOLA,EC CACHOEIRINHA,AE 01 SETOR SUL,Brazlândia,2023-06-17 17:00:00,2023-06-17 22:00:00,,,2023-01-08,,
00080-00116859/2023-46,ENC,4º CPR,8º BPM,1000,JUNINA/ESCOLA,FESTA JUNINA - EC 45,QNP 14 - ÁREA ESPECIAL - P.SUL,Ceilândia,2023-06-17 17:00:00,2023-06-17 23:00:00,,,2023-05-25,,
00050-00005473/2023-11,ENC,4º CPR,8º BPM,200,JUNINA,CIRCUITO DISTRITO JUNINO - CEILÂNDIA,CEILÂNDIA/DF - ST. M QNM 13 - PRAÇA DO TRABALHADOR (AO LADO DA ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA),Ceilândia,2023-06-17 18:00:00,2023-06-18 01:00:00,PUBA,,2023-05-09,,
00050-00006966/2023-79,ENC,4º CPR,8º BPM,400,JUNINA,FESTA JUNINA - PARÓQUIA SANTA CLARA DE ASSIS,CEILÂNDIA - DF - SHSN CHÁCARA 16 - QUADRA 01 CONJ H LOTE 01,Ceilândia,2023-06-17 18:00:00,2023-06-17 23:30:00,PUBA,,2023-06-07,,
00050-00006263/2023-41,ENC,4º CPR,8º BPM,200,JUNINA,II FESTA JUNINA DOS FILHOS DE CEILÂNDIA,CEILÂNDIA - DF - EQNM 19/21 - EM FRENTE AO QUIOSQUE ANEXO 21,Ceilândia,2023-06-17 20:00:00,2023-06-18 02:00:00,PUBA,,2023-05-23,,
00050-00005473/2023-11,ENC,4º CPR,8º BPM,200,JUNINA,CIRCUITO DISTRITO JUNINO - CEILÂNDIA,CEILÂNDIA/DF - ST. M QNM 13 - PRAÇA DO TRABALHADOR (AO LADO DA ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA),Ceilândia,2023-06-18 18:00:00,2023-06-19 01:00:00,PUBA,,2023-05-09,,
00050-00006966/2023-79,ENC,4º CPR,8º BPM,400,JUNINA,FESTA JUNINA - PARÓQUIA SANTA CLARA DE ASSIS,CEILÂNDIA - DF - SHSN CHÁCARA 16 - QUADRA 01 CONJ H LOTE 01,Ceilândia,2023-06-18 18:00:00,2023-06-18 23:30:00,PUBA,,2023-06-07,,
00050-00006263/2023-41,ENC,4º CPR,8º BPM,200,JUNINA,II FESTA JUNINA DOS FILHOS DE CEILÂNDIA,CEILÂNDIA - DF - EQNM 19/21 - EM FRENTE AO QUIOSQUE ANEXO 21,Ceilândia,2023-06-18 20:00:00,2023-06-19 02:00:00,PUBA,,2023-05-23,,
00050-00005473/2023-11,ENC,4º CPR,8º BPM,200,JUNINA,CIRCUITO DISTRITO JUNINO - CEILÂNDIA,CEILÂNDIA/DF - ST. M QNM 13 - PRAÇA DO TRABALHADOR (AO LADO DA ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA),Ceilândia,2023-06-23 18:00:00,2023-06-24 01:00:00,PUBA,,2023-05-09,,
00050-00005473/2023-11,ENC,4º CPR,8º BPM,200,JUNINA,CIRCUITO DISTRITO JUNINO - CEILÂNDIA,CEILÂNDIA/DF - ST. M QNM 13 - PRAÇA DO TRABALHADOR (AO LADO DA ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA),Ceilândia,2023-06-24 18:00:00,2023-06-25 01:00:00,PUBA,,2023-05-09,,
00050-00006442/2023-88,ENC,4º CPR,8º BPM,200,JUNINA,FESTA JUNINA ARRAIÁ DA BOA VIZINHANÇA,CEILÂNDIA SUL - DF - SHPS - QUADRA 402 CONJ C - EM FRENTE DA CASA 07 À 09,Ceilândia,2023-06-24 20:30:00,2023-06-25 06:00:00,PUBA,,2023-05-25,,
00050-00005473/2023-11,ENC,4º CPR,8º BPM,200,JUNINA,CIRCUITO DISTRITO JUNINO - CEILÂNDIA,CEILÂNDIA/DF - ST. M QNM 13 - PRAÇA DO TRABALHADOR (AO LADO DA ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA),Ceilândia,2023-06-25 18:00:00,2023-06-26 01:00:00,PUBA,,2023-05-09,,
00050-00007786/2023-12,ENC,4º CPR,8º BPM,0,JUNINA,ARRAIÁ DA ADEGA,,Ceilândia,2023-06-28 00:00:00,2023-06-28 23:50:00,PUBA,,2023-06-24,,
00080-00116859/2023-46,ENC,4º CPR,8º BPM,1000,JUNINA/ESCOLA,FESTA JUNINA - EC 45,QNM 13 AE,Ceilândia,2023-06-29 08:00:00,2023-06-29 12:30:00,PUBA,,2023-05-25,,
00080-00126523/2023-91,ENC,4º CPR,16º BPM,1000,JUNINA/ESCOLA,EC CHAPADINHA,Reserva A DF 249 DF 008 DF 445 KM 04,Brazlândia,2023-06-30 17:00:00,2023-06-30 22:00:00,PUBA,,2023-06-29,,
00080-00116859/2023-46,ENC,4º CPR,8º BPM,1000,JUNINA/ESCOLA,FESTA JUNINA - EC 45,EQNP 28/32 - ÁREA ESPECIAL,Ceilândia,2023-07-01 09:00:00,2023-07-01 13:00:00,PUBA,,2023-05-25,,
00080-00116859/2023-46,ENC,4º CPR,8º BPM,2000,JUNINA/ESCOLA,FESTA JUNINA - EC 45,QNO 12 - ÁREA ESPECIAL G,Ceilândia,2023-07-01 10:00:00,2023-07-01 18:00:00,PUBA,,2023-05-25,,
00080-00116859/2023-46,ENC,4º CPR,8º BPM,3000,JUNINA/ESCOLA,FESTA JUNINA - EC 45,QNN 13 - ÁREA ESPECIAL,Ceilândia,2023-07-01 11:00:00,2023-07-01 19:00:00,PUBA,,2023-05-25,,
00080-00126523/2023-91,ENC,4º CPR,16º BPM,500,JUNINA/ESCOLA,EC CHAPADINHA,DCAG BR 251 KM 70 INCRA 6,Brazlândia,2023-07-01 11:00:00,2023-07-01 16:30:00,PUBA,,2023-06-29,,
00138-00002789/2023-64,ENC,4º CPR,8º BPM,200,JUNINA,CIRCUITO JUNINO,"PRAÇA DO TRABALHADOR AO LADO DA ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA, QNM 13 LOTE B - CEILÂNDIA  SUL",Ceilândia,2023-07-01 18:00:00,2023-07-02 01:00:00,PUBA,,2023-06-28,,
00050-00006171/2023-61,ENC,4º CPR,8º BPM,200,JUNINA,FESTA JULINA BENEFICENTE DO CONJUNTO G,CEILÂNDIA SUL - DF - QNM 9 CONJUNTO G,Ceilândia,2023-07-06 18:00:00,2023-07-06 23:59:00,PUBA,,2023-05-19,,
00050-00006171/2023-61,ENC,4º CPR,8º BPM,200,JUNINA,FESTA JULINA BENEFICENTE DO CONJUNTO G,CEILÂNDIA SUL - DF - QNM 9 CONJUNTO G,Ceilândia,2023-07-06 19:00:00,2023-07-07 02:00:00,PUBA,,2023-05-19,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,Brazlândia - QD 38 AE 02 VILA SÃO JOSÉ,Brazlândia,2023-07-07 08:30:00,2023-07-07 13:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,QD 38 AE 02 VILA SÃO JOSÉ,Brazlândia,2023-07-07 08:30:00,2023-07-07 13:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,1500,JUNINA/ESCOLA,EC CACHOEIRINHA,QNR 02 AE 4,Ceilândia,2023-07-07 11:00:00,2023-07-07 16:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,2000,JUNINA/ESCOLA,EC CACHOEIRINHA,QD 12 AE 05 SETOR NORTE,Brazlândia,2023-07-07 12:00:00,2023-07-07 20:00:00,PUBA,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,600,JUNINA/ESCOLA,EC CACHOEIRINHA,NRAG RESERVA G GLEBA 03 CHAC 82,Brazlândia,2023-07-07 12:00:00,2023-07-07 20:00:00,PUBA,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,2000,JUNINA/ESCOLA,EC CACHOEIRINHA,QD 12 AE 05 SETOR NORTE,Brazlândia,2023-07-07 12:00:00,2023-07-07 20:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,600,JUNINA/ESCOLA,EC CACHOEIRINHA,NRAG RESERVA G GLEBA 03 CHAC 82,Brazlândia,2023-07-07 15:00:00,2023-07-07 19:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,1500,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNO 08/10 - ÁREA ESPECIAL,Ceilândia,2023-07-07 15:00:00,2023-07-07 23:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,PIQ 04 AE 01 SETOR VEREDAS,Brazlândia,2023-07-07 17:00:00,2023-07-07 23:00:00,PUBA,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,PIQ 04 AE 01 SETOR VEREDAS,Brazlândia,2023-07-07 17:00:00,2023-07-07 23:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNM 19/21 - ÁREA ESPECIAL,Ceilândia,2023-07-07 17:00:00,2023-07-07 22:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,2000,JUNINA/ESCOLA,EC CACHOEIRINHA,ENP 14/18 - ÁREA ESPECIAL,Ceilândia,2023-07-07 17:00:00,2023-07-07 22:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,350,JUNINA/ESCOLA,EC CACHOEIRINHA,BRAZLÂNDIA - AE 01 SETOR SUL,Brazlândia,2023-07-07 18:00:00,2023-07-07 21:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,350,JUNINA/ESCOLA,EC CACHOEIRINHA,AE 01 SETOR SUL,Brazlândia,2023-07-07 18:00:00,2023-07-07 21:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,3000,JUNINA/ESCOLA,EC CACHOEIRINHA,QNP 12 AE,Ceilândia,2023-07-07 18:00:00,2023-07-07 22:00:00,,,2023-01-08,,
00050-00006068/2023-11,ENC,4º CPR,16º BPM,2000,JUNINA,ARRAIÁ DE BRAZLÂNDIA 90 ANOS,BRAZLÂNDIA/DF - PRAÇA DO LAÇO,Brazlândia,2023-07-07 18:00:00,2023-07-08 02:00:00,PUBA,,2023-05-18,,
00050-00006171/2023-61,ENC,4º CPR,8º BPM,200,JUNINA,FESTA JULINA BENEFICENTE DO CONJUNTO G,CEILÂNDIA SUL - DF - QNM 9 CONJUNTO G,Ceilândia,2023-07-07 18:00:00,2023-07-07 23:59:00,PUBA,,2023-05-19,,
00050-00007426/2023-11,ENC,4º CPR,8º BPM,200,JUNINA,ARRAIÁ EXPANSÃO,CEILÂNDIA NORTE - DF - QNO 16/17 - ARENA DA EXPANSÃO DO SETOR O,Ceilândia,2023-07-07 18:00:00,2023-07-08 01:00:00,PUBA,,2023-06-16,,
00050-00006171/2023-61,ENC,4º CPR,8º BPM,200,JUNINA,FESTA JULINA BENEFICENTE DO CONJUNTO G,CEILÂNDIA SUL - DF - QNM 9 CONJUNTO G,Ceilândia,2023-07-07 19:00:00,2023-07-08 02:00:00,PUBA,,2023-05-19,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,2000,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNM 17/19 AE,Ceilândia,2023-07-07 19:00:00,2023-07-07 23:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,2500,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNP 11/15 - ÁREA ESPECIAL,Ceilândia,2023-07-08 08:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00050-00006335/2023-50,ENC,4º CPR,8º BPM,2100,JUNINA/ESCOLA,FESTA JUNINA EC 39,CEILÂNDIA - DF - EQNP 11/15 - ÁREA ESPECIAL - SETOR P NORTE,Ceilândia,2023-07-08 08:00:00,2023-07-08 17:00:00,PRIF,,2023-05-23,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,1500,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNM 04/06 - ÁREA ESPECIAL,Ceilândia,2023-07-08 09:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,2500,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNO 9/11 - ÁREA ESPECIAL,Ceilândia,2023-07-08 09:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,4000,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNO 9/11 - ÁREA ESPECIAL,Ceilândia,2023-07-08 09:00:00,2023-07-08 16:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,QNR 02 LOTE 02,Ceilândia,2023-07-08 09:00:00,2023-07-08 16:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,800,JUNINA/ESCOLA,EC CACHOEIRINHA,QNR 02 LOTE 02,Ceilândia,2023-07-08 09:00:00,2023-07-08 13:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,1300,JUNINA/ESCOLA,EC CACHOEIRINHA,COND. PROVÊ LUCENA RORIZ - ÁREA ESPECIAL,Ceilândia,2023-07-08 09:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,3000,JUNINA/ESCOLA,EC CACHOEIRINHA,PIQ QD 06 LT 02 SETOR VEREDAS,Brazlândia,2023-07-08 10:00:00,2023-07-08 17:30:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,1200,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNM 07/09 - ÁREA ESPECIAL,Ceilândia,2023-07-08 10:00:00,2023-07-08 16:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,800,JUNINA/ESCOLA,EC CACHOEIRINHA,QNN 17/19 - ÁREA ESPECIAL,Ceilândia,2023-07-08 10:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,2000,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNP 05/09 - ÁREA ESPECIAL,Ceilândia,2023-07-08 10:00:00,2023-07-08 16:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,3000,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNP 15/19 - ÁREA ESPECIAL,Ceilândia,2023-07-08 10:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,1500,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNP 16/20 - ÁREA ESPECIAL,Ceilândia,2023-07-08 10:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,1500,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNP 24/28 - ÁREA ESPECIAL,Ceilândia,2023-07-08 10:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,600,JUNINA/ESCOLA,EC CACHOEIRINHA,QNN 14 - ÁREA ESPECIAL,Ceilândia,2023-07-08 10:00:00,2023-07-08 18:30:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,10000,JUNINA/ESCOLA,EC CACHOEIRINHA,SHSH AVENIDA CÓREGO DAS CORUJAS S/N - SOL NASCENTE - TRECHO 3,Ceilândia,2023-07-08 10:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,3000,JUNINA/ESCOLA,EC CACHOEIRINHA,EQNP 28/32 - ÁREA ESPECIAL,Ceilândia,2023-07-08 10:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,5000,JUNINA/ESCOLA,EC CACHOEIRINHA,SHPS 500/700 - PÔR DO SOL,Ceilândia,2023-07-08 10:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,1200,JUNINA/ESCOLA,EC CACHOEIRINHA,QNP 16 - ÁREA ESPECIAL,Ceilândia,2023-07-08 10:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00080-00116859/2023-46,ENC,4º CPR,8º BPM,2000,JUNINA/ESCOLA,FESTA JUNINA - EC 45,SHSN AV. CÓRREGO DAS CORUJAS - S/N - SOL NASCENTE,Ceilândia,2023-07-08 10:00:00,2023-07-08 18:00:00,,,2023-05-25,,
00054-00071347/2023-42,ENC,4º CPR,16º BPM,500,JUNINA/ESCOLA,EC CACHOEIRINHA,DACG DF 180 KM 06,Brazlândia,2023-07-08 11:00:00,2023-07-08 16:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,4º CPR,8º BPM,500,JUNINA/ESCOLA,EC CACHOEIRINHA,QNM 31. MÓDULO A -ÁREA ESPECIAL -,Ceilândia,2023-07-08 11:00:00,2023-07-08 18:00:00,,,2023-01-08,,
